"","Latitude","Longitude","Borough","Job.Type","Permit.Type","Job.Number","BIN","Permit.Filing.Status","Job.Type2","Cost.Estimate","Enlargement.Flag","Square.Footage","Permit.Issuance.Date","Permit.Expiration.Date","Job.Location.House.Number","Job.Location.Street.Name","Community.Board","General.Contractor","Proposed.Occupancy.Class","Proposed.Stories","Proposed.Dwelling.Units","Accident_Pred","Accident_Prob.0","Accident_Prob.1"
"791",40.67650,-73.83392,"Queens","A1","ALT 1 Enlargement","421468708","4248352","I","A1",   307695,"Yes",   1402,"2018-02-01","2018-12-19","105-16","SUTTER AVENUE","410","ANSE CONSTRUCTION INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  2,"0",0.994834788,0.005165212
"792",40.67650,-73.79024,"Queens","A1","ALT 1 Enlargement","421480016","4265335","I","A1",   175000,"Yes",   1205,"2018-06-21","2019-02-22","122-05","SUTPHIN BLVD","412","TLG & SON CONTR CORP","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  2,"0",0.994834788,0.005165212
"793",40.67659,-73.96064,"Brooklyn","A1","ALT 1 Enlargement","321639296","3028624","I","A1",   330930,"Yes",    955,"2018-06-11","2019-02-20","430","SAINT MARKS AVENUE","308","HONEST & QUALITY CORP","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 4,  2,"0",0.994834788,0.005165212
"794",40.67675,-73.89389,"Brooklyn","NB","New Building","321584843","3083350","I","NB",   484108,"No",   3271,"2018-07-27","2019-03-14","107","WYONA ST","305","M-AZAD CONSTRUCTION INC","RESIDENTIAL: APARTMENT HOUSES", 3,  3,"0",0.994834788,0.005165212
"795",40.67679,-73.90456,"Brooklyn","NB","New Building","321633103","3817934","I","NB",   679912,"No",   4594,"2018-04-26","2019-01-27","14","HAVENS PLACE","316","K BUILDERS INC","RESIDENTIAL: APARTMENT HOUSES", 4,  7,"0",0.994834788,0.005165212
"796",40.67681,-73.89391,"Brooklyn","NB","New Building","321584834","3831724","I","NB",   484108,"No",   3271,"2018-07-27","2019-03-14","105","WYONA ST","305","M-AZAD CONSTRUCTION INC","RESIDENTIAL: APARTMENT HOUSES", 3,  3,"0",0.994834788,0.005165212
"797",40.67695,-73.90442,"Brooklyn","NB","New Building","321623463","3425600","I","NB",   639064,"No",   4318,"2018-05-02","2019-01-27","6","HAVENS PLACE","316","K BUILDERS INC","RESIDENTIAL: APARTMENT HOUSES", 3,  6,"0",0.994834788,0.005165212
"798",40.67700,-73.78712,"Queens","A1","ALT 1 Enlargement","421555944","4265416","I","A1",   646000,"Yes",   2008,"2018-06-21","2019-03-07","122-06","155 STREET","412","SINGLA CONCEPTS INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  2,"0",0.994834788,0.005165212
"799",40.67707,-73.92438,"Brooklyn","NB","New Building","321690513","3804642","I","NB",   569800,"No",   3850,"2018-02-15","2018-12-29","1936","ATLANTIC AVENUE","308","TREND 21 MANAGEMENT INC","BUSINESS", 1,NA,"0",0.994834788,0.005165212
"800",40.67723,-73.98762,"Brooklyn","NB","New Building","320908256","3007667","I","NB",  2237020,"No",  15115,"2018-07-26","2019-06-25","454","CARROLL STREET","306","DEEP FORMATION INC","FACTORY/INDUSTRIAL: LOW HAZARD", 7,  1,"0",0.994834788,0.005165212
"801",40.67733,-73.95532,"Brooklyn","A1","ALT 1 Enlargement","321684566","3030247","I","A1",   877500,"Yes",   2003,"2018-04-11","2018-11-30","1052","DEAN STREET","308","ROGERS BUILDERS AND DEVEL","RESIDENTIAL: APARTMENT HOUSES", 5,  8,"0",0.994834788,0.005165212
"802",40.67756,-73.78027,"Queens","NB","New Building","421358550","4609216","I","NB",   590520,"No",   3990,"2018-04-03","2018-10-07","161-26","BAISLEY BLVD","412","KAIETEUR CONSTRUCTION INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  2,"0",0.994834788,0.005165212
"803",40.67756,-73.78027,"Queens","NB","New Building","421358872","4609217","I","NB",   590372,"No",   3989,"2018-04-09","2018-10-07","161-30","BAISLEY BLVD","412","KAIETEUR CONSTRUCTION INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  2,"0",0.994834788,0.005165212
"804",40.67761,-73.92680,"Brooklyn","NB","New Building","321189539","3422373","I","NB",   446220,"No",   3015,"2017-10-13","2018-08-19","26","SUYDAM PLACE","303","RED APPLES LLC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 4,  2,"0",0.994834788,0.005165212
"805",40.67767,-74.01292,"Brooklyn","NB","New Building","321186015","3008583","I","NB",  2091536,"No",  14132,"2017-11-28","2018-09-09","362","VAN BRUNT ST","306","NADKOS INC","RESIDENTIAL: APARTMENT HOUSES", 4, 12,"0",0.994834788,0.005165212
"806",40.67769,-73.73713,"Queens","A1","ALT 1 Enlargement","421524470","4279036","I","A1",   245000,"Yes",      0,"2018-04-11","2019-02-16","131-45","231ST STREET","413","BEST MATCH CORP","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  1,"0",0.994834788,0.005165212
"807",40.67774,-73.91888,"Brooklyn","NB","New Building","321286354","3042349","I","NB",   652680,"No",   4410,"2018-06-14","2018-10-07","1042","HERKIMER STREET","303","KAIETEUR CONSTRUCTION INC","RESIDENTIAL: APARTMENT HOUSES", 3,  3,"0",0.994834788,0.005165212
"808",40.67775,-73.91898,"Brooklyn","NB","New Building","321286345","3042348","I","NB",   652680,"No",   4410,"2018-06-14","2018-10-07","1040","HERKIMER STREET","303","KAIETEUR CONSTRUCTION INC","RESIDENTIAL: APARTMENT HOUSES", 3,  3,"0",0.994834788,0.005165212
"809",40.67785,-74.01489,"Brooklyn","NB","New Building","321615935","3809800","I","NB",   579716,"No",   3917,"2018-06-26","2018-09-11","202","CONOVER STREET","306","NEW AMSTERDAM BUILDING SO","MERCANTILE", 2,  0,"0",0.994834788,0.005165212
"810",40.67792,-73.80659,"Queens","A1","ALT 1 Enlargement","421623782","4252929","I","A1",   300000,"Yes",   1498,"2018-07-05","2018-08-23","116-23","133 ST","410","ASSURED BUILDERS INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  2,"0",0.994834788,0.005165212
"811",40.67799,-73.87359,"Brooklyn","NB","New Building","321646215","3855064","I","NB",  5415912,"No",  36594,"2018-08-01","2019-08-01","975","LIBERTY AVENUE","305","MARCO PROPERTIES I CORP","RESIDENTIAL: APARTMENT HOUSES", 7, 41,"0",0.994834788,0.005165212
"812",40.67801,-73.88333,"Brooklyn","NB","New Building","321193944","3425163","I","NB", 15519428,"No", 104861,"2018-06-28","2019-04-01","315","LINWOOD STREET","305","L & M BUILDERS GROUP LLC","RESIDENTIAL: APARTMENT HOUSES",10,100,"0",0.882221227,0.117778773
"813",40.67804,-73.75312,"Queens","A1","ALT 1 Enlargement","421426326","4280009","I","A1",   200000,"Yes",   1876,"2018-06-20","2019-04-24","135-11","217TH STREET","413","V.A BUILDERS CORP","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  2,"0",0.994834788,0.005165212
"814",40.67845,-73.92357,"Brooklyn","A1","ALT 1 Enlargement","321191606","3048062","I","A1",  1231356,"Yes",   3770,"2018-08-03","2019-05-29","901","HERKIMER STREET","303","DAWNY CONSTRUCTION LTD","RESIDENTIAL: APARTMENT HOUSES", 4,  6,"0",0.994834788,0.005165212
"815",40.67854,-73.76051,"Queens","A1","ALT 1 Enlargement","421577626","4279632","I","A1",   210490,"Yes",    735,"2018-02-06","2018-10-03","131-37","MATHEWSON COURT","412","RAVI CONSTRUCTION AND EXP","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  2,"0",0.994834788,0.005165212
"816",40.67873,-73.76614,"Queens","A1","ALT 1 Enlargement","421613070","4270362","I","A1",   280000,"Yes",   1243,"2018-05-17","2019-03-07","130-26","176 PLACE","412","SINGLA CONCEPTS INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  2,"0",0.994834788,0.005165212
"817",40.67889,-73.87212,"Brooklyn","NB","New Building","321538797","3093409","I","NB",   686720,"No",   4640,"2018-05-23","2019-05-30","25","HILL STREET","305","JRS CONSTRUCTION & EXPEDI","RESIDENTIAL: APARTMENT HOUSES", 3,  3,"0",0.994834788,0.005165212
"818",40.67911,-73.83994,"Queens","NB","New Building","421522819","4616376","I","NB",   627520,"No",   4240,"2018-01-11","2018-10-31","106-51","98 STREET","410","GRACE INDUSTRIES LLC","UTILITY / MISCELLANEOUS", 1,NA,"0",0.994834788,0.005165212
"819",40.67911,-73.82325,"Queens","NB","New Building","421055431","4250372","I","NB",   600880,"No",   4060,"2018-05-17","2018-09-25","111-25","116 STREET","410","P & R CONSTRUCTION DEVELO","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  2,"0",0.994834788,0.005165212
"820",40.67915,-73.76537,"Queens","A1","ALT 1 Enlargement","421524407","4270370","I","A1",   438190,"Yes",   1626,"2018-03-22","2018-11-09","130-14","177 STREET","412","CHANDRABALI RAMANAND","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  2,"0",0.994834788,0.005165212
"821",40.67929,-73.87665,"Brooklyn","NB","New Building","321189138","3838137","I","NB",  1012320,"No",   6840,"2018-02-28","2018-11-16","32","FOUNTAIN AVENUE","305","Y R A DEVELOPMENT CORP","RESIDENTIAL: APARTMENT HOUSES", 3,  7,"0",0.994834788,0.005165212
"822",40.67940,-74.00131,"Brooklyn","A1","ALT 1 Enlargement","321659656","3005333","I","A1",   960000,"Yes",   1353,"2018-07-12","2018-12-31","10","THIRD PLACE","306","GAB-CO DESIGN GROUP INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 4,  2,"0",0.994834788,0.005165212
"823",40.67989,-73.82841,"Queens","A1","ALT 1 Enlargement","421555800","4249163","I","A1",   240000,"Yes",   1509,"2017-12-06","2018-08-23","109-17","111 STREET","410","ASSURED BUILDERS INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  2,"0",0.994834788,0.005165212
"824",40.67993,-73.95081,"Brooklyn","NB","New Building","321196807","3053728","I","NB",   682280,"No",   4610,"2018-06-12","2019-02-04","75","HERKIMER STREET","303","UGB CONSTRUCTION INC","RESIDENTIAL: APARTMENT HOUSES", 5,  4,"0",0.994834788,0.005165212
"825",40.67999,-73.99030,"Brooklyn","A1","ALT 1 Enlargement","321542620","3007327","I","A1",   685000,"Yes",   1220,"2018-04-13","2018-11-30","434","UNION STREET","306","U.S. CONSTRUCTION INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 4,  4,"0",0.994834788,0.005165212
"826",40.68016,-73.99114,"Brooklyn","NB","New Building","302572632","3007326","I","NB",  8419720,"No",  56890,"2018-03-21","2019-01-01","420","UNION STREET","306","CITNALTA CONSTRUCTION COR","EDUCATIONAL", 3,NA,"0",0.882221227,0.117778773
"827",40.68047,-73.97154,"Brooklyn","A1","ALT 1 Enlargement","321697124","3027825","I","A1",   404000,"Yes",    775,"2018-08-02","2019-05-09","552","CARLTON AVE","308","KING KONG G/C  INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 4,  2,"0",0.994834788,0.005165212
"828",40.68088,-73.80763,"Queens","A1","ALT 1 Enlargement","421483184","4251873","I","A1",   121000,"Yes",    988,"2018-07-02","2019-03-30","114-50","134TH ST","410","SANYO S CONSTRUCTION CORP","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  2,"0",0.994834788,0.005165212
"829",40.68103,-73.99126,"Brooklyn","A1","ALT 1 Enlargement","320625347","3007119","I","A1",   297600,"Yes",    743,"2018-03-26","2019-03-09","297","HOYT ST","306","CHAMPION 1 CONSTRUCTION O","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 3,  2,"0",0.994834788,0.005165212
"830",40.68105,-73.91283,"Brooklyn","A1","ALT 1 Enlargement","320910724","3041354","I","A1",  1348265,"Yes",   4039,"2018-07-09","2019-05-09","303","SUMPTER STREET","316","HARRIS HOME REPAIR & DEVE","RESIDENTIAL: APARTMENT HOUSES", 4,  8,"0",0.994834788,0.005165212
"831",40.68123,-73.78383,"Queens","A1","ALT 1 Enlargement","421543397","4265658","I","A1",   253230,"Yes",   1249,"2017-12-13","2018-11-23","160-31","119 ROAD","412","JELM CONTRACTOR CORP","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  2,"0",0.994834788,0.005165212
"832",40.68140,-73.91874,"Brooklyn","NB","New Building","321193882","3041039","I","NB",   908720,"No",   6140,"2018-03-27","2019-02-10","342","CHAUNCEY STREET","303","EAST COAST NY CONSTRUCTIO","RESIDENTIAL: APARTMENT HOUSES", 4,  6,"0",0.994834788,0.005165212
"833",40.68161,-73.91883,"Brooklyn","NB","New Building","321194006","3424780","I","NB",   938468,"No",   6341,"2018-03-29","2019-02-10","340","CHAUNCEY STREET","303","EAST COAST NY CONSTRUCTIO","RESIDENTIAL: APARTMENT HOUSES", 4,  7,"0",0.994834788,0.005165212
"834",40.68171,-73.96489,"Brooklyn","A1","ALT 1 Enlargement","321679224","3057581","I","A1",   865431,"Yes",   4814,"2018-03-16","2019-02-18","576","WASHINGTON AVENUE","302","FIRST CNSTRCTION ZONE INC","RESIDENTIAL: APARTMENT HOUSES", 4,  8,"0",0.994834788,0.005165212
"835",40.68177,-73.97712,"Brooklyn","A1","ALT 1 Enlargement","321187568","3018440","I","A1",   299800,"Yes",   1133,"2018-02-08","2019-01-14","46","FIFTH AVENUE","306","K-SQUARE DEVELOPERS INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 4,  2,"0",0.994834788,0.005165212
"836",40.68178,-73.77459,"Queens","A1","ALT 1 Enlargement","421564131","4268398","I","A1",   400000,"Yes",    856,"2018-06-22","2018-10-08","120-40","170TH ST","412","BARTEL CONSTRUCTION CO","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 1,  1,"0",0.994834788,0.005165212
"837",40.68202,-73.99140,"Brooklyn","A1","ALT 1 Enlargement","321490061","3006900","I","A1",   542395,"Yes",    950,"2018-07-23","2018-08-28","412","DEGRAW STREET","306","PMZ CONSTRUCTION CORP","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 4,  2,"0",0.994834788,0.005165212
"838",40.68206,-74.00094,"Brooklyn","NB","New Building","321183759","3421676","I","NB",   956080,"No",   6460,"2017-12-15","2018-11-06","130","CARROLL STREET","306","CTI CONSTRUCTION INC","RESIDENTIAL: APARTMENT HOUSES", 4,  3,"0",0.994834788,0.005165212
"839",40.68209,-73.99038,"Brooklyn","A1","ALT 1 Enlargement","321538788","3006795","I","A1",   346770,"Yes",    906,"2018-04-11","2018-09-07","413","DE GRAW STREET","306","DESIGN 2 BUILD NEW YORK I","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 3,  1,"0",0.994834788,0.005165212
"840",40.68221,-73.98652,"Brooklyn","A1","ALT 1 Enlargement","321191312","3336080","I","A1",   861000,"Yes",    510,"2018-03-08","2018-12-31","233","BUTLER STREET","306","SURTSEY REALTY CO LLC","ASSEMBLY: EATING & DRINKING", 2,NA,"0",0.994834788,0.005165212
"841",40.68222,-73.79228,"Queens","NB","New Building","420659184","4833056","I","NB",   755244,"No",   5103,"2018-07-31","2019-02-07","116-13","SUTPHIN BOULEVARD","412","FUTURA BUILDERS GROUP INC","BUSINESS", 2,  2,"0",0.994834788,0.005165212
"842",40.68228,-73.76430,"Queens","A1","ALT 1 Enlargement","421572916","4269979","I","A1",   180000,"Yes",    210,"2018-03-15","2018-11-16","178-37","ANDERSON ROAD","412","Y R A DEVELOPMENT CORP","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  2,"0",0.994834788,0.005165212
"843",40.68239,-73.83670,"Queens","A1","ALT 1 Enlargement","420961203","4201474","I","A1",   402820,"Yes",    647,"2017-11-29","2018-10-21","104-09","LIBERTY AVE.","410","DOMOVOY LLC","MERCANTILE", 1,  0,"0",0.994834788,0.005165212
"844",40.68241,-73.81695,"Queens","A1","ALT 1 Enlargement","421620231","4249707","I","A1",   437610,"Yes",    773,"2018-08-03","2018-12-20","109-41","124TH STREET","410","ZIM CONSTRUCTION INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  2,"0",0.994834788,0.005165212
"845",40.68248,-73.99463,"Brooklyn","A1","ALT 1 Enlargement","321501594","3007017","I","A1",   321880,"Yes",    399,"2018-07-12","2019-03-20","336","SACKETT STREET","306","CAPEZZANO CONSTRUCTION CO","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 3,  2,"0",0.994834788,0.005165212
"846",40.68252,-73.83351,"Queens","A1","ALT 1 Enlargement","421610475","4202241","I","A1",   198000,"Yes",    529,"2018-06-22","2018-08-23","104-38","108 STREET","410","ASSURED BUILDERS INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  2,"0",0.994834788,0.005165212
"847",40.68264,-73.94457,"Brooklyn","A1","ALT 1 Enlargement","321722212","3052768","I","A1",   447000,"Yes",   1181,"2018-07-17","2019-02-14","217","HALSEY ST","303","NYC BUILDING SOLUTIONS CO","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 4,  2,"0",0.994834788,0.005165212
"848",40.68267,-73.80059,"Queens","NB","New Building","421519618","4259198","I","NB",    44400,"No",    300,"2018-05-22","2018-12-31","142-07","115TH AVENUE","412","RAMANAND CHANDRABALI","UTILITY / MISCELLANEOUS", 1,NA,"0",0.994834788,0.005165212
"849",40.68267,-73.80059,"Queens","NB","New Building","421579170","4615117","I","NB",    42328,"No",    286,"2018-05-22","2018-12-31","142-09","115TH AVENUE","412","RAMANAND CHANDRABALI","UTILITY / MISCELLANEOUS", 1,NA,"0",0.994834788,0.005165212
"850",40.68271,-73.93993,"Brooklyn","A1","ALT 1 Enlargement","320912198","3053152","I","A1",   843125,"Yes",   2333,"2018-07-19","2019-04-21","350","HALSEY ST","303","IMPACT BUILDERS CORP","RESIDENTIAL: APARTMENT HOUSES", 4,  4,"0",0.994834788,0.005165212
"851",40.68285,-73.99942,"Brooklyn","A1","ALT 1 Enlargement","321658586","3004555","I","A1",   670000,"Yes",    391,"2018-07-25","2019-05-26","185","PRESIDENT STREET","306","JAVA MANAGEMENT LLC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 4,  1,"0",0.994834788,0.005165212
"852",40.68285,-73.81219,"Queens","NB","New Building","421582736","4250884","I","NB",    44400,"No",    300,"2018-06-26","2019-04-08","130-02","111 AVENUE","410","ROYABI DESIGN INC","UTILITY / MISCELLANEOUS", 1,NA,"0",0.994834788,0.005165212
"853",40.68285,-73.81219,"Queens","A1","ALT 1 Enlargement","421582727","4250884","I","A1",   168955,"Yes",   1109,"2018-06-04","2019-04-08","130-02","111 AVENUE","410","ROYABI DESIGN INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  2,"0",0.994834788,0.005165212
"854",40.68286,-73.99150,"Brooklyn","A1","ALT 1 Enlargement","321605704","3006715","I","A1",   470000,"Yes",      0,"2018-02-05","2019-01-25","96","DOUGLASS STREET","306","SAMI CONSTRUCTION & REMOD","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 3,  1,"0",0.994834788,0.005165212
"855",40.68321,-73.99114,"Brooklyn","A1","ALT 1 Enlargement","321583176","3006578","I","A1",   798800,"Yes",   2623,"2018-08-07","2018-10-20","99","DOUGLASS ST","306","H.P.N. CONSTRUCTION CORP","RESIDENTIAL: APARTMENT HOUSES", 4,  3,"0",0.994834788,0.005165212
"856",40.68323,-73.85937,"Queens","A1","ALT 1 Enlargement","421635653","4187134","I","A1",   118000,"Yes",    380,"2018-07-24","2019-06-12","95-14","81 STREET","409","FUTURE RESTORATION INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  2,"0",0.994834788,0.005165212
"857",40.68334,-73.92559,"Brooklyn","A1","ALT 1 Enlargement","321431198","3047044","I","A1",   286400,"Yes",    152,"2018-06-28","2019-04-24","507","MACDONOUGH STREET","303","SHELLO INC","BUSINESS", 3,  0,"0",0.994834788,0.005165212
"858",40.68359,-73.74479,"Queens","A1","ALT 1 Enlargement","421533638","4277497","I","A1",   137100,"Yes",    298,"2017-10-11","2018-09-30","130-14","222 STREET","413","WINSTON ANDREW SEYMOUR","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  1,"0",0.994834788,0.005165212
"859",40.68361,-73.98599,"Brooklyn","A1","ALT 1 Enlargement","321191483","3006242","I","A1",    15000,"Yes",      0,"2018-05-23","2019-03-01","453","WARREN STREET","302","MOON DEVELOPMENT SERVICES","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 3,  1,"0",0.994834788,0.005165212
"860",40.68403,-73.77616,"Queens","A1","ALT 1 Enlargement","421554981","4268052","I","A1",   270000,"Yes",    751,"2018-07-11","2019-03-03","168-38","118 ROAD","412","JIT CONSTR COMPANY CORP","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  1,"0",0.994834788,0.005165212
"861",40.68405,-73.92584,"Brooklyn","A1","ALT 1 Enlargement","320918094","3046710","I","A1",   898400,"Yes",   2784,"2018-01-29","2019-01-12","633","MACON STREET","303","ABC CONTRUCTION & HOME IM","RESIDENTIAL: APARTMENT HOUSES", 4,  4,"0",0.994834788,0.005165212
"862",40.68409,-73.97903,"Brooklyn","NB","New Building","321193285","3001020","I","NB", 16364656,"No", 110572,"2018-03-07","2019-03-07","561","PACIFIC STREET","302","BRITT REALTY LLC","RESIDENTIAL: APARTMENT HOUSES",12, 63,"0",0.994834788,0.005165212
"863",40.68414,-73.88216,"Brooklyn","A1","ALT 1 Enlargement","321246424","3086698","I","A1",   250000,"Yes",   1065,"2017-12-19","2018-11-16","48","HIGHLAND PLACE","305","Y R A DEVELOPMENT CORP","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  2,"0",0.994834788,0.005165212
"864",40.68430,-73.95217,"Brooklyn","NB","New Building","321191571","3388239","I","NB",   723572,"No",   4889,"2018-05-08","2018-08-15","174","MADISON STREET","303","BROOKLYN B COMPANY GROUP","RESIDENTIAL: APARTMENT HOUSES", 5,  5,"0",0.994834788,0.005165212
"865",40.68463,-73.92735,"Brooklyn","NB","New Building","321195461","3424178","I","NB",  1568356,"No",  10597,"2018-06-21","2018-12-01","625","HALSEY STREET","303","RM CONSTRUCTION AND DEV","RESIDENTIAL: APARTMENT HOUSES", 4, 10,"0",0.994834788,0.005165212
"866",40.68463,-73.92735,"Brooklyn","NB","New Building","321195470","3424179","I","NB",  1568356,"No",  10597,"2018-06-21","2018-12-01","625A","HALSEY STREET","303","RM CONSTRUCTION AND DEV","RESIDENTIAL: APARTMENT HOUSES", 4, 10,"0",0.994834788,0.005165212
"867",40.68467,-73.80850,"Queens","A1","ALT 1 Enlargement","421591557","4250068","I","A1",    25000,"Yes",     77,"2018-05-22","2018-11-17","109-70","135 STREET","410","T&S HOME IMPROVEMENT INC","UTILITY / MISCELLANEOUS", 1,  2,"0",0.994834788,0.005165212
"868",40.68488,-73.77464,"Queens","A1","ALT 1 Enlargement","421565489","4268199","I","A1",   114600,"Yes",    895,"2018-02-01","2018-10-03","171-19","119 AVENUE","412","RAVI CONSTRUCTION AND EXP","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  2,"0",0.994834788,0.005165212
"869",40.68501,-73.94358,"Brooklyn","A1","ALT 1 Enlargement","321622767","3051774","I","A1",   307000,"Yes",    431,"2018-06-08","2019-03-25","437","PUTNAM AVENUE","303","DOPPLER INNOVATIONS INC","RESIDENTIAL: APARTMENT HOUSES", 3,  4,"0",0.994834788,0.005165212
"870",40.68534,-73.91172,"Brooklyn","NB","New Building","321193409","3079408","I","NB",  1486660,"No",  10045,"2018-04-26","2018-11-11","40","SCHAEFER STREET","304","K274 CONSTRUCTION LLC","RESIDENTIAL: APARTMENT HOUSES", 5, 10,"0",0.994834788,0.005165212
"871",40.68574,-73.91479,"Brooklyn","NB","New Building","321651164","3425341","I","NB",  7294032,"No",  49284,"2018-02-21","2019-02-21","1595","BROADWAY","304","TRIPLE C BUILDERS LLC","RESIDENTIAL: APARTMENT HOUSES", 7, 32,"0",0.994834788,0.005165212
